Lat,Lon,Time Range,Vessel IDs,Apparent Fishing Hours
48.910000,-125.490000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",4,7.04
48.880000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.03
48.920000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,8.91
48.980000,-125.330000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.79
48.930000,-125.340000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.38
48.890000,-125.140000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.08
48.920000,-125.440000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.25
48.950000,-125.180000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,2.55
48.870000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.03
48.830000,-125.410000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,1.98
48.870000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,2.93
48.880000,-125.060000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.03
48.900000,-125.170000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",2,0.89
48.820000,-125.270000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,0.09
48.960000,-125.030000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,6.19
48.890000,-125.500000,"2023-04-01T00:00:00.000Z,2024-04-01T00:00:00.000Z",1,3.83
